,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
21224,41,Private,160785,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
16227,28,Private,109001,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
36068,29,Private,46609,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,
8719,32,State-gov,59083,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
16363,46,Private,51618,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
31431,29,Private,213842,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
23269,63,Private,346975,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,36,United-States
13305,39,Private,269168,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,China
30820,30,Local-gov,182926,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,40,United-States
36101,20,,117618,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States
17573,39,Private,278403,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
29614,23,Private,125106,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
407,26,Private,284343,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
47169,43,Private,145711,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States
45564,26,Private,253841,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States
40578,32,Private,170154,Assoc-acdm,12,Separated,Exec-managerial,Unmarried,White,Female,25236,0,50,United-States
16011,43,Private,26252,Some-college,10,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,36,United-States
20525,42,Self-emp-not-inc,183765,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,
2332,27,Private,240172,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
46577,22,Private,48988,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
37578,39,Private,90646,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
20801,35,Private,301614,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States
41221,53,Self-emp-not-inc,135339,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,20,China
1373,78,Private,135692,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
12701,47,Private,131160,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,99999,0,40,United-States
38235,32,Private,155781,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
28471,48,Private,158924,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
37372,25,Private,236977,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,Mexico
47293,59,Private,157932,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
16716,33,Private,208405,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
43340,59,Private,279232,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico
33975,50,Private,50178,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
44780,29,Federal-gov,440647,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States
25047,42,Local-gov,176716,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
47579,29,Federal-gov,242147,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Male,0,0,45,United-States
33288,25,Private,195914,Some-college,10,Never-married,Sales,Own-child,Black,Female,3418,0,30,United-States
5386,26,Private,206199,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
33917,28,Private,173673,5th-6th,3,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Mexico
35377,25,Private,190418,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Canada
19818,81,Self-emp-not-inc,137018,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
27307,28,Private,37359,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
7017,44,Private,238188,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
6246,32,Private,210926,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
22452,47,Private,170850,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4064,0,60,United-States
2359,53,Self-emp-not-inc,93449,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India
5757,30,Private,26252,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
10096,53,Private,95864,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,England
30139,37,Private,51264,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,France
3380,34,Self-emp-inc,174789,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
2938,54,Private,264143,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,24,United-States
12665,59,Private,66440,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
2893,24,Private,160398,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States
21293,33,State-gov,79440,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,30,Japan
17515,31,Private,106347,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,42,United-States
22039,20,Private,165804,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,40,United-States
28880,49,Private,176814,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,40,United-States
47893,26,Private,118497,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
39279,41,Private,116103,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
45582,39,Private,176634,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
18033,37,Private,349689,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
27336,20,Private,194138,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States
15880,34,Self-emp-not-inc,156532,7th-8th,4,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States
44691,23,Private,185106,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States
7713,52,State-gov,184529,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
19596,68,Private,75913,12th,8,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States
12633,29,Private,123200,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,2415,40,Puerto-Rico
17698,31,Private,179186,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,90,United-States
36187,28,Private,328518,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
31324,28,Private,375313,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
26212,20,Federal-gov,55233,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
26041,30,Private,235124,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,99999,0,40,United-States
3671,24,,35633,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,11,
23887,43,Self-emp-not-inc,154785,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,80,Thailand
4206,41,Private,238384,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States
30063,44,Private,205474,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
18277,49,Private,128132,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
16150,51,Private,176608,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States
3431,47,,97075,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,40,United-States
21382,47,State-gov,80914,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,47,United-States
3341,68,Self-emp-not-inc,128986,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States
17412,34,,181934,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,40,United-States
45403,36,Private,37778,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
24804,34,Private,114955,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
41017,17,Private,276718,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States
36188,23,State-gov,283499,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States
38859,48,Self-emp-inc,103713,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
32255,41,Private,200671,Bachelors,13,Divorced,Transport-moving,Own-child,Black,Male,6497,0,40,United-States
14075,21,Private,93977,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
45311,38,Private,277248,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Cuba
45233,42,Self-emp-not-inc,351161,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States
25836,21,Self-emp-not-inc,409230,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States
45761,24,,138504,HS-grad,9,Separated,,Unmarried,Black,Female,0,0,37,United-States
29055,24,Private,112459,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
19588,58,Private,111169,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
7684,46,Private,280766,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,Cuba
36430,29,Private,107812,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,United-States
1600,33,Private,208855,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
46347,42,Private,192569,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,39,United-States
211,25,Private,29106,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,50,United-States
28400,54,Self-emp-not-inc,58898,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,48,United-States
13979,60,Private,290754,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,
9465,28,Private,267912,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,Mexico
28948,20,,230955,12th,8,Never-married,,Not-in-family,Black,Female,0,0,35,United-States
32845,30,Private,272669,Some-college,10,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States
24052,44,Private,336513,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
5097,41,Federal-gov,333070,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,35,United-States
288,61,Federal-gov,512864,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
10546,64,Private,237581,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,Mexico
34442,51,,130667,HS-grad,9,Separated,,Not-in-family,Black,Male,0,0,6,United-States
25176,32,Private,103608,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
16629,56,Private,101128,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Iran
17617,39,Private,174938,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
1640,43,Private,398959,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
17775,27,Private,23940,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States
10142,56,Private,208640,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
30860,55,Private,197399,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States
38454,17,,161259,10th,6,Never-married,,Other-relative,White,Male,0,0,12,United-States
21817,54,Local-gov,186884,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,United-States
25121,53,State-gov,118793,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
35981,54,Private,183248,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
13815,33,Self-emp-not-inc,266674,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,56,United-States
44563,26,Private,32276,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
23933,18,Private,183315,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,10,United-States
48172,59,Private,53481,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
32126,46,Private,207301,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States
9770,33,Private,361280,Doctorate,16,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Japan
43598,70,,54849,Doctorate,16,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States
33710,46,Private,268022,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
30722,18,,216508,HS-grad,9,Never-married,,Own-child,White,Male,0,0,30,United-States
15914,42,Private,112507,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
13046,68,Self-emp-not-inc,69249,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,10,United-States
16713,40,Self-emp-not-inc,204116,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,40,United-States
8253,32,Private,153353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26745,31,Private,118551,9th,5,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
42807,41,Local-gov,189956,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States
21014,29,Private,228075,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,35,Mexico
20255,41,Private,86399,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
16025,44,Private,216116,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,Jamaica
27407,39,Private,156897,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,2258,42,United-States
36622,21,Private,122322,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,60,United-States
29223,24,Private,216181,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
44324,61,,63526,12th,8,Never-married,,Not-in-family,Black,Male,0,0,52,United-States
9114,52,Private,254230,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
38382,21,,262280,Some-college,10,Married-civ-spouse,,Wife,White,Female,3781,0,40,United-States
43697,22,Private,65225,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
44483,31,Private,110643,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States
45532,28,Private,303440,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
45727,55,Private,189933,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States
20548,49,Private,329603,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States
9162,58,Private,186106,7th-8th,4,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
35991,60,Self-emp-not-inc,44915,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,10,United-States
13428,49,Self-emp-not-inc,144351,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States
6214,36,Self-emp-inc,200220,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
13636,19,Private,167428,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
44669,35,Local-gov,231180,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
20555,30,Local-gov,73796,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
11154,38,Self-emp-not-inc,36270,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,60,United-States
20704,35,Private,417136,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States
27746,49,Private,278322,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
38833,21,Private,305446,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
17470,27,Local-gov,247507,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States
21073,32,Private,238944,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
39577,34,Private,27153,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
38275,26,Private,335533,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States
